ID,type,location
5561,white,Texas
5562,white,Texas
5563,red,Texas
5564,red,Texas
5565,red,Texas
5566,red,Texas
5567,white,California
5568,white,California
5569,red,California
5570,white,California
5571,white,California
5572,white,California
5573,white,California
5574,white,Texas
5575,white,Texas
5576,white,California
5577,white,California
5578,white,California
5579,white,California
5580,white,California
5581,white,Texas
5582,red,California
5583,white,California
5584,white,Texas
5585,white,California
5586,white,California
5587,red,Texas
5588,white,Texas
5589,white,California
5590,red,California
5591,red,Texas
5592,red,Texas
5593,white,California
5594,red,Texas
5595,red,California
5596,white,California
5597,red,Texas
5598,white,Texas
5599,white,California
5600,white,Texas
5601,white,Texas
5602,red,Texas
5603,white,California
5604,white,California
5605,white,California
5606,white,California
5607,white,Texas
5608,white,California
5609,red,Texas
5610,white,Texas
5611,white,California
5612,white,Texas
5613,white,Texas
5614,red,Texas
5615,white,Texas
5616,white,Texas
5617,white,California
5618,red,California
5619,white,Texas
5620,red,Texas
5621,red,Texas
5622,white,California
5623,white,California
5624,red,Texas
5625,white,California
5626,white,Texas
5627,red,Texas
5628,white,Texas
5629,white,Texas
5630,white,California
5631,white,California
5632,white,Texas
5633,red,California
5634,white,California
5635,white,California
5636,red,California
5637,red,Texas
5638,white,Texas
5639,red,California
5640,white,California
5641,white,California
5642,white,California
5643,white,California
5644,white,California
5645,white,Texas
5646,white,Texas
5647,white,California
5648,white,California
5649,white,California
5650,red,California
5651,white,California
5652,white,California
5653,red,Texas
5654,white,California
5655,white,Texas
5656,white,California
5657,red,California
5658,white,California
5659,white,California
5660,white,California
5661,red,Texas
5662,white,California
5663,white,Texas
5664,white,Texas
5665,white,Texas
5666,red,Texas
5667,red,California
5668,red,Texas
5669,white,California
5670,white,Texas
5671,red,Texas
5672,white,California
5673,white,California
5674,white,California
5675,white,California
5676,red,Texas
5677,white,California
5678,white,California
5679,red,California
5680,white,California
5681,red,California
5682,white,California
5683,red,Texas
5684,white,California
5685,white,California
5686,white,Texas
5687,red,Texas
5688,white,Texas
5689,red,California
5690,white,California
5691,white,California
5692,white,California
5693,red,Texas
5694,white,California
5695,white,California
5696,red,California
5697,red,California
5698,white,Texas
5699,white,California
5700,white,California
5701,white,California
5702,white,Texas
5703,white,Texas
5704,white,California
5705,white,California
5706,white,California
5707,white,California
5708,white,Texas
5709,red,California
5710,white,California
5711,white,Texas
5712,white,California
5713,white,Texas
5714,white,Texas
5715,red,Texas
5716,white,California
5717,white,California
5718,white,Texas
5719,white,California
5720,red,California
5721,red,California
5722,white,California
5723,white,California
5724,white,Texas
5725,white,California
5726,white,Texas
5727,white,California
5728,white,California
5729,white,Texas
5730,white,California
5731,white,California
5732,white,California
5733,red,Texas
5734,white,California
5735,white,California
5736,white,Texas
5737,white,Texas
5738,red,Texas
5739,red,California
5740,white,California
5741,white,California
5742,red,Texas
5743,red,California
5744,red,Texas
5745,red,California
5746,white,California
5747,white,California
5748,white,California
5749,red,Texas
5750,white,California
5751,white,California
5752,red,Texas
5753,white,Texas
5754,white,California
5755,white,Texas
5756,white,California
5757,white,Texas
5758,white,Texas
5759,white,California
5760,white,California
5761,white,Texas
5762,white,California
5763,red,California
5764,white,Texas
5765,white,Texas
5766,white,California
5767,red,California
5768,white,Texas
5769,white,California
5770,red,Texas
5771,white,California
5772,white,California
5773,red,California
5774,white,California
5775,white,California
5776,white,California
5777,white,California
5778,white,California
5779,white,Texas
5780,white,California
5781,white,California
5782,white,California
5783,red,California
5784,white,California
5785,white,California
5786,white,California
5787,white,California
5788,white,California
5789,white,California
5790,white,Texas
5791,red,California
5792,red,California
5793,white,Texas
5794,white,California
5795,red,Texas
5796,red,Texas
5797,white,California
5798,red,California
5799,white,Texas
5800,white,Texas
5801,white,California
5802,white,California
5803,white,California
5804,white,Texas
5805,white,California
5806,white,California
5807,white,California
5808,white,California
5809,white,Texas
5810,white,California
5811,white,California
5812,white,California
5813,white,Texas
5814,white,Texas
5815,white,California
5816,white,Texas
5817,white,California
5818,white,California
5819,white,Texas
5820,white,California
5821,red,California
5822,red,Texas
5823,white,California
5824,white,Texas
5825,white,Texas
5826,white,California
5827,white,California
5828,red,Texas
5829,white,California
5830,white,Texas
5831,red,Texas
5832,white,California
5833,white,California
5834,red,California
5835,red,California
5836,white,California
5837,white,California
5838,white,California
5839,white,California
5840,white,California
5841,white,California
5842,white,California
5843,white,California
5844,white,California
5845,white,California
5846,white,Texas
5847,white,California
5848,white,Texas
5849,white,California
5850,red,Texas
5851,red,Texas
5852,white,California
5853,white,Texas
5854,white,California
5855,red,California
5856,white,California
5857,white,California
5858,white,Texas
5859,white,Texas
5860,white,Texas
5861,white,Texas
5862,red,California
5863,white,California
5864,white,Texas
5865,white,California
5866,white,California
5867,white,California
5868,white,California
5869,red,Texas
5870,white,California
5871,red,California
5872,red,Texas
5873,white,California
5874,red,California
5875,white,California
5876,white,Texas
5877,white,California
5878,red,California
5879,white,Texas
5880,red,Texas
5881,red,California
5882,white,California
5883,white,Texas
5884,white,Texas
5885,white,California
5886,white,California
5887,white,California
5888,white,California
5889,white,California
5890,white,California
5891,white,California
5892,white,California
5893,white,California
5894,white,California
5895,white,Texas
5896,white,Texas
5897,red,California
5898,white,California
5899,red,California
5900,white,Texas
5901,white,Texas
5902,white,Texas
5903,white,California
5904,white,California
5905,white,Texas
5906,white,California
5907,white,California
5908,white,California
5909,white,California
5910,white,California
5911,red,California
5912,red,California
5913,white,California
5914,white,Texas
5915,white,California
5916,white,California
5917,white,Texas
5918,white,California
5919,white,Texas
5920,white,Texas
5921,red,Texas
5922,red,Texas
5923,white,California
5924,white,California
5925,white,California
5926,white,California
5927,white,California
5928,white,California
5929,white,Texas
5930,white,Texas
5931,white,Texas
5932,red,Texas
5933,white,California
5934,white,Texas
5935,red,Texas
5936,red,Texas
5937,red,California
5938,white,California
5939,red,Texas
5940,white,Texas
5941,white,California
5942,white,California
5943,,Texas
5944,,Texas
5945,,Texas
5946,,California
5947,,California
5948,red,Texas
5949,white,California
5950,white,California
5951,white,California
5952,red,California
5953,red,Texas
5954,white,Texas
5955,white,Texas
5956,red,California
5957,white,California
5958,white,Texas
5959,white,Texas
5960,white,California
5961,red,California
5962,red,Texas
5963,red,California
5964,white,California
5965,white,California
5966,white,California
5967,red,Texas
5968,white,Texas
5969,white,Texas
5970,white,California
5971,white,California
5972,white,Texas
5973,red,Texas
5974,white,California
5975,white,California
5976,white,California
5977,white,California
5978,white,California
5979,red,California
5980,red,California
5981,white,California
5982,red,California
5983,red,Texas
5984,white,California
5985,red,California
5986,white,California
5987,white,California
5988,white,California
5989,red,California
5990,red,Texas
5991,white,Texas
5992,white,Texas
5993,white,California
5994,white,California
5995,white,California
5996,white,Texas
5997,red,California
5998,white,Texas
5999,white,Texas
6000,red,California
6001,white,California
6002,white,California
6003,white,California
6004,white,Texas
6005,white,California
6006,white,California
6007,red,Texas
6008,white,California
6009,red,Texas
6010,white,California
6011,white,California
6012,white,California
6013,white,California
6014,white,California
6015,white,Texas
6016,white,Texas
6017,white,California
6018,white,California
6019,white,Texas
6020,red,California
6021,white,California
6022,white,California
6023,red,California
6024,white,California
6025,red,California
6026,red,Texas
6027,white,California
6028,white,Texas
6029,red,California
6030,white,Texas
6031,red,Texas
6032,white,Texas
6033,white,Texas
6034,red,California
6035,white,California
6036,red,Texas
6037,white,Texas
6038,white,California
6039,white,Texas
6040,white,Texas
6041,white,California
6042,red,California
6043,red,Texas
6044,red,California
6045,white,Texas
6046,white,California
6047,white,California
6048,red,Texas
6049,white,Texas
6050,white,Texas
6051,white,Texas
6052,white,California
6053,red,California
6054,white,California
6055,,California
6056,,California
6057,,Texas
6058,,California
6059,,Texas
6060,,California
6061,red,Texas
6062,white,California
6063,white,California
6064,white,Texas
6065,white,Texas
6066,white,Texas
6067,white,Texas
6068,white,California
6069,white,Texas
6070,white,Texas
6071,white,California
6072,red,California
6073,red,California
6074,white,Texas
6075,red,Texas
6076,red,Texas
6077,red,California
6078,white,Texas
6079,white,California
6080,white,California
6081,white,California
6082,white,California
6083,red,California
6084,white,California
6085,white,California
6086,white,Texas
6087,white,Texas
6088,red,California
6089,white,California
6090,white,Texas
6091,white,California
6092,red,Texas
6093,white,Texas
6094,white,California
6095,white,Texas
6096,red,Texas
6097,red,California
6098,white,Texas
6099,red,Texas
6100,white,Texas
6101,red,Texas
6102,white,Texas
6103,white,California
6104,red,Texas
6105,white,California
6106,white,California
6107,white,Texas
6108,white,California
6109,red,California
6110,white,California
6111,white,California
6112,white,California
6113,white,California
6114,white,Texas
6115,red,Texas
6116,red,Texas
6117,white,California
6118,white,California
6119,white,California
6120,white,Texas
6121,red,Texas
6122,white,California
6123,red,Texas
6124,white,Texas
6125,red,California
6126,white,Texas
6127,white,California
6128,white,California
6129,red,Texas
6130,red,California
6131,white,California
6132,white,California
6133,white,Texas
6134,white,California
6135,red,California
6136,white,California
6137,white,California
6138,white,California
6139,white,California
6140,white,California
6141,white,Texas
6142,white,Texas
6143,red,California
6144,white,Texas
6145,white,Texas
6146,red,California
6147,red,California
6148,red,California
6149,white,California
6150,white,California
6151,white,Texas
6152,white,California
6153,white,California
6154,white,California
6155,red,California
6156,white,Texas
6157,white,California
6158,white,Texas
6159,white,Texas
6160,white,California
6161,white,Texas
6162,white,California
6163,white,California
6164,white,California
6165,white,California
6166,white,California
6167,white,California
6168,red,Texas
6169,white,California
6170,red,California
6171,white,Texas
6172,white,California
6173,white,Texas
6174,red,California
6175,red,Texas
6176,red,California
6177,white,Texas
6178,red,California
6179,white,California
6180,white,California
6181,red,California
6182,white,California
6183,white,California
6184,white,California
6185,white,California
6186,white,California
6187,red,Texas
6188,red,California
6189,white,California
6190,white,California
6191,white,California
6192,white,Texas
6193,white,California
6194,white,Texas
6195,red,California
6196,red,Texas
6197,white,Texas
6198,,California
6199,,California
6200,,California
6201,white,California
6202,,California
6203,white,Texas
6204,white,California
6205,white,California
6206,white,California
6207,white,Texas
6208,white,California
6209,white,Texas
6210,red,California
6211,white,California
6212,white,Texas
6213,red,California
6214,white,Texas
6215,white,California
6216,white,California
6217,white,California
6218,white,Texas
6219,red,California
6220,white,Texas
6221,white,California
6222,white,Texas
6223,white,Texas
6224,red,Texas
6225,white,Texas
6226,white,Texas
6227,white,Texas
6228,red,California
6229,white,California
6230,white,California
6231,white,California
6232,red,Texas
6233,white,California
6234,white,California
6235,white,California
6236,red,Texas
6237,red,Texas
6238,red,Texas
6239,white,California
6240,white,Texas
6241,white,California
6242,white,California
6243,white,California
6244,white,Texas
6245,red,California
6246,white,Texas
6247,white,Texas
6248,white,Texas
6249,white,California
6250,white,California
6251,white,California
6252,red,Texas
6253,white,Texas
6254,white,California
6255,white,California
6256,white,Texas
6257,white,California
6258,white,California
6259,white,California
6260,white,California
6261,white,California
6262,white,California
6263,white,California
6264,white,California
6265,white,California
6266,white,Texas
6267,white,California
6268,white,Texas
6269,white,California
6270,white,Texas
6271,red,Texas
6272,white,California
6273,white,California
6274,white,Texas
6275,red,Texas
6276,white,California
6277,white,California
6278,white,California
6279,red,California
6280,white,California
6281,red,Texas
6282,white,California
6283,white,Texas
6284,white,Texas
6285,white,California
6286,white,California
6287,white,California
6288,white,Texas
6289,white,California
6290,white,California
6291,red,Texas
6292,white,California
6293,white,Texas
6294,white,Texas
6295,white,Texas
6296,white,Texas
6297,white,Texas
6298,red,California
6299,white,Texas
6300,white,California
6301,white,California
6302,white,California
6303,white,Texas
6304,white,Texas
6305,white,California
6306,white,California
6307,white,California
6308,white,California
6309,white,Texas
6310,red,California
6311,white,California
6312,white,California
6313,white,California
6314,white,Texas
6315,white,California
6316,white,California
6317,white,California
6318,white,California
6319,white,Texas
6320,white,Texas
6321,white,California
6322,white,California
6323,white,California
6324,white,Texas
6325,red,California
6326,red,Texas
6327,white,Texas
6328,red,Texas
6329,red,Texas
6330,,Texas
6331,,Texas
6332,,California
6333,,Texas
6334,red,Texas
6335,white,California
6336,white,Texas
6337,red,Texas
6338,red,Texas
6339,white,Texas
6340,white,California
6341,white,California
6342,white,Texas
6343,white,California
6344,red,Texas
6345,red,Texas
6346,white,Texas
6347,white,California
6348,white,Texas
6349,white,California
6350,white,California
6351,white,California
6352,white,Texas
6353,white,Texas
6354,red,Texas
6355,white,Texas
6356,white,Texas
6357,red,Texas
6358,white,California
6359,red,Texas
6360,white,Texas
6361,white,California
6362,white,California
6363,white,California
6364,white,Texas
6365,red,Texas
6366,white,California
6367,white,Texas
6368,white,California
6369,white,Texas
6370,red,Texas
6371,white,California
6372,red,California
6373,white,Texas
6374,red,Texas
6375,white,California
6376,white,California
6377,white,California
6378,red,Texas
6379,white,California
6380,white,Texas
6381,red,Texas
6382,white,California
6383,white,California
6384,white,Texas
6385,white,Texas
6386,red,Texas
6387,white,Texas
6388,white,Texas
6389,red,California
6390,red,Texas
6391,white,California
6392,red,Texas
6393,white,Texas
6394,white,California
6395,white,California
6396,white,California
6397,white,Texas
6398,white,Texas
6399,white,California
6400,white,California
6401,white,California
6402,white,Texas
6403,red,Texas
6404,red,Texas
6405,white,Texas
6406,white,California
6407,white,California
6408,white,California
6409,red,California
6410,white,California
6411,white,California
6412,white,California
6413,white,Texas
6414,white,Texas
6415,white,California
6416,white,California
6417,red,California
6418,white,California
6419,white,California
6420,white,Texas
6421,white,California
6422,white,California
6423,white,Texas
6424,red,California
6425,white,California
6426,white,California
6427,white,Texas
6428,white,Texas
6429,white,California
6430,white,Texas
6431,white,Texas
6432,white,California
6433,red,Texas
6434,white,California
6435,white,Texas
6436,white,California
6437,white,California
6438,white,California
6439,white,Texas
6440,white,California
6441,white,California
6442,white,Texas
6443,red,Texas
6444,red,Texas
6445,,California
6446,,Texas
6447,red,Texas
6448,white,California
6449,white,California
6450,white,Texas
6451,red,Texas
6452,white,California
6453,white,California
6454,white,California
6455,red,California
6456,white,California
6457,white,Texas
6458,white,California
6459,white,Texas
6460,white,Texas
6461,white,California
6462,white,California
6463,red,Texas
6464,red,California
6465,white,California
6466,white,California
6467,white,California
6468,red,California
6469,white,California
6470,white,California
6471,white,California
6472,red,California
6473,white,California
6474,red,California
6475,white,California
6476,white,California
6477,red,Texas
6478,red,Texas
6479,white,California
6480,white,California
6481,white,California
6482,white,California
6483,white,California
6484,white,Texas
6485,white,California
6486,red,Texas
6487,white,California
6488,white,California
6489,white,California
6490,white,California
6491,white,California
6492,,California
6493,,California
6494,red,Texas
6495,red,California
6496,white,California
6497,white,California
